college_name,city,state,course_supported,fees
CENTRAL,,ITI Private Madhya Pradesh,bipc,30000
CENTRAL,,ITI Private Madhya Pradesh,cec,30000
CENTRAL,,ITI Private Madhya Pradesh,hec,30000
CENTRAL,,ITI Private Madhya Pradesh,general,30000
Jai Balaji,,ITI Private Madhya Pradesh,mpc,30000
Jai Balaji,,ITI Private Madhya Pradesh,bipc,30000
Jai Balaji,,ITI Private Madhya Pradesh,cec,30000
Jai Balaji,,ITI Private Madhya Pradesh,hec,30000
Jai Balaji,,ITI Private Madhya Pradesh,general,30000
Panchsheel,,ITI Private Madhya Pradesh,mpc,30000
Panchsheel,,ITI Private Madhya Pradesh,bipc,30000
Panchsheel,,ITI Private Madhya Pradesh,cec,30000
Panchsheel,,ITI Private Madhya Pradesh,hec,30000
Panchsheel,,ITI Private Madhya Pradesh,general,30000
DEEN BANDHU PRIVATE ITI,,Madhya Pradesh,mpc,30000
DEEN BANDHU PRIVATE ITI,,Madhya Pradesh,bipc,30000
DEEN BANDHU PRIVATE ITI,,Madhya Pradesh,cec,30000
DEEN BANDHU PRIVATE ITI,,Madhya Pradesh,hec,30000
DEEN BANDHU PRIVATE ITI,,Madhya Pradesh,general,30000
Shahpur private ITI,,Madhya Pradesh,mpc,30000
Shahpur private ITI,,Madhya Pradesh,bipc,30000
Shahpur private ITI,,Madhya Pradesh,cec,30000
Shahpur private ITI,,Madhya Pradesh,hec,30000
Shahpur private ITI,,Madhya Pradesh,general,30000
RUDRA PRIVATE ITI,,Madhya Pradesh,mpc,30000
RUDRA PRIVATE ITI,,Madhya Pradesh,bipc,30000
RUDRA PRIVATE ITI,,Madhya Pradesh,cec,30000
RUDRA PRIVATE ITI,,Madhya Pradesh,hec,30000
RUDRA PRIVATE ITI,,Madhya Pradesh,general,30000
TECH CREATIVE PVT ITI,,Madhya Pradesh,mpc,30000
TECH CREATIVE PVT ITI,,Madhya Pradesh,bipc,30000
TECH CREATIVE PVT ITI,,Madhya Pradesh,cec,30000
TECH CREATIVE PVT ITI,,Madhya Pradesh,hec,30000
TECH CREATIVE PVT ITI,,Madhya Pradesh,general,30000
chanakya Private I.T.I Chhatarpur,,Madhya Pradesh,mpc,30000
chanakya Private I.T.I Chhatarpur,,Madhya Pradesh,bipc,30000
chanakya Private I.T.I Chhatarpur,,Madhya Pradesh,cec,30000
chanakya Private I.T.I Chhatarpur,,Madhya Pradesh,hec,30000
chanakya Private I.T.I Chhatarpur,,Madhya Pradesh,general,30000
SHASHANK,,ITI Private Madhya Pradesh,mpc,30000
SHASHANK,,ITI Private Madhya Pradesh,bipc,30000
SHASHANK,,ITI Private Madhya Pradesh,cec,30000
SHASHANK,,ITI Private Madhya Pradesh,hec,30000
SHASHANK,,ITI Private Madhya Pradesh,general,30000
AKSHAY GYAN PRABODHINI PRIVATE ITI,,Madhya Pradesh,mpc,30000
AKSHAY GYAN PRABODHINI PRIVATE ITI,,Madhya Pradesh,bipc,30000
AKSHAY GYAN PRABODHINI PRIVATE ITI,,Madhya Pradesh,cec,30000
AKSHAY GYAN PRABODHINI PRIVATE ITI,,Madhya Pradesh,hec,30000
AKSHAY GYAN PRABODHINI PRIVATE ITI,,Madhya Pradesh,general,30000
Sunrise,,ITI Private Madhya Pradesh,mpc,30000
Sunrise,,ITI Private Madhya Pradesh,bipc,30000
Sunrise,,ITI Private Madhya Pradesh,cec,30000
Sunrise,,ITI Private Madhya Pradesh,hec,30000
Sunrise,,ITI Private Madhya Pradesh,general,30000
MAHATMA GANDHI PRIVATE ITI,,Madhya Pradesh,mpc,30000
MAHATMA GANDHI PRIVATE ITI,,Madhya Pradesh,bipc,30000
MAHATMA GANDHI PRIVATE ITI,,Madhya Pradesh,cec,30000
MAHATMA GANDHI PRIVATE ITI,,Madhya Pradesh,hec,30000
MAHATMA GANDHI PRIVATE ITI,,Madhya Pradesh,general,30000
GIST PRIVATE ITI,,Madhya Pradesh,mpc,30000
GIST PRIVATE ITI,,Madhya Pradesh,bipc,30000
GIST PRIVATE ITI,,Madhya Pradesh,cec,30000
GIST PRIVATE ITI,,Madhya Pradesh,hec,30000
GIST PRIVATE ITI,,Madhya Pradesh,general,30000
Ma Saraswati,,ITI Private Madhya Pradesh,mpc,30000
Ma Saraswati,,ITI Private Madhya Pradesh,bipc,30000
Ma Saraswati,,ITI Private Madhya Pradesh,cec,30000
Ma Saraswati,,ITI Private Madhya Pradesh,hec,30000
Ma Saraswati,,ITI Private Madhya Pradesh,general,30000
RPS PRIVATE ITI,,Madhya Pradesh,mpc,30000
RPS PRIVATE ITI,,Madhya Pradesh,bipc,30000
RPS PRIVATE ITI,,Madhya Pradesh,cec,30000
RPS PRIVATE ITI,,Madhya Pradesh,hec,30000
RPS PRIVATE ITI,,Madhya Pradesh,general,30000
Ahmed Abdullah Garib,,Industrial TrainPinrigv aIntestitute Maharashtra,mpc,30000
Ahmed Abdullah Garib,,Industrial TrainPinrigv aIntestitute Maharashtra,bipc,30000
Ahmed Abdullah Garib,,Industrial TrainPinrigv aIntestitute Maharashtra,cec,30000
Ahmed Abdullah Garib,,Industrial TrainPinrigv aIntestitute Maharashtra,hec,30000
Ahmed Abdullah Garib,,Industrial TrainPinrigv aIntestitute Maharashtra,general,30000
Late Jagannath Jogi,,Industial TrainingP Irnivsatitteute GhuMguasharashtra,mpc,30000
Late Jagannath Jogi,,Industial TrainingP Irnivsatitteute GhuMguasharashtra,bipc,30000
Late Jagannath Jogi,,Industial TrainingP Irnivsatitteute GhuMguasharashtra,cec,30000
Late Jagannath Jogi,,Industial TrainingP Irnivsatitteute GhuMguasharashtra,hec,30000
Late Jagannath Jogi,,Industial TrainingP Irnivsatitteute GhuMguasharashtra,general,30000
Lokmangal Pvt Iti,,Maharashtra,mpc,30000
Lokmangal Pvt Iti,,Maharashtra,bipc,30000
Lokmangal Pvt Iti,,Maharashtra,cec,30000
Lokmangal Pvt Iti,,Maharashtra,hec,30000
Lokmangal Pvt Iti,,Maharashtra,general,30000
"Mahalaxmi Private Iti, Peth",Peth,Maharashtra,mpc,30000
"Mahalaxmi Private Iti, Peth",Peth,Maharashtra,bipc,30000
"Mahalaxmi Private Iti, Peth",Peth,Maharashtra,cec,30000
"Mahalaxmi Private Iti, Peth",Peth,Maharashtra,hec,30000
"Mahalaxmi Private Iti, Peth",Peth,Maharashtra,general,30000
Oriental Education Society,,Industrial TPrraivinainteg InstituMteaharashtra,mpc,30000
Oriental Education Society,,Industrial TPrraivinainteg InstituMteaharashtra,bipc,30000
Oriental Education Society,,Industrial TPrraivinainteg InstituMteaharashtra,cec,30000
Oriental Education Society,,Industrial TPrraivinainteg InstituMteaharashtra,hec,30000
Oriental Education Society,,Industrial TPrraivinainteg InstituMteaharashtra,general,30000
Saraswati,,Industrial Training InstitutePrivate Maharashtra,mpc,30000
Saraswati,,Industrial Training InstitutePrivate Maharashtra,bipc,30000
Saraswati,,Industrial Training InstitutePrivate Maharashtra,cec,30000
Saraswati,,Industrial Training InstitutePrivate Maharashtra,hec,30000
Saraswati,,Industrial Training InstitutePrivate Maharashtra,general,30000
Seth Ratnachand Sakharam Shah,,IndPursivtraiatel TraininMg aInhsatriatusthetra,mpc,30000
Seth Ratnachand Sakharam Shah,,IndPursivtraiatel TraininMg aInhsatriatusthetra,bipc,30000
Seth Ratnachand Sakharam Shah,,IndPursivtraiatel TraininMg aInhsatriatusthetra,cec,30000
Seth Ratnachand Sakharam Shah,,IndPursivtraiatel TraininMg aInhsatriatusthetra,hec,30000
Seth Ratnachand Sakharam Shah,,IndPursivtraiatel TraininMg aInhsatriatusthetra,general,30000
Anjuman- I-Islam M.H.Saboo Siddik,,InPdruivsattreial TrainMinagh Ianrsatistuhttera,mpc,30000
Anjuman- I-Islam M.H.Saboo Siddik,,InPdruivsattreial TrainMinagh Ianrsatistuhttera,bipc,30000
Anjuman- I-Islam M.H.Saboo Siddik,,InPdruivsattreial TrainMinagh Ianrsatistuhttera,cec,30000
Anjuman- I-Islam M.H.Saboo Siddik,,InPdruivsattreial TrainMinagh Ianrsatistuhttera,hec,30000
Anjuman- I-Islam M.H.Saboo Siddik,,InPdruivsattreial TrainMinagh Ianrsatistuhttera,general,30000
St. Francis,,Industrial Training InstitutePrivate Maharashtra,mpc,30000
St. Francis,,Industrial Training InstitutePrivate Maharashtra,bipc,30000
St. Francis,,Industrial Training InstitutePrivate Maharashtra,cec,30000
St. Francis,,Industrial Training InstitutePrivate Maharashtra,hec,30000
St. Francis,,Industrial Training InstitutePrivate Maharashtra,general,30000
St.Josephs Technical School,,IndustriaPl rTivraatiening InsMtitauhtearashtra,mpc,30000
St.Josephs Technical School,,IndustriaPl rTivraatiening InsMtitauhtearashtra,bipc,30000
St.Josephs Technical School,,IndustriaPl rTivraatiening InsMtitauhtearashtra,cec,30000
St.Josephs Technical School,,IndustriaPl rTivraatiening InsMtitauhtearashtra,hec,30000
St.Josephs Technical School,,IndustriaPl rTivraatiening InsMtitauhtearashtra,general,30000
Fr. Agnel,,Industrial Training Institute Private Maharashtra,mpc,30000
Fr. Agnel,,Industrial Training Institute Private Maharashtra,bipc,30000
Fr. Agnel,,Industrial Training Institute Private Maharashtra,cec,30000
Fr. Agnel,,Industrial Training Institute Private Maharashtra,hec,30000
Fr. Agnel,,Industrial Training Institute Private Maharashtra,general,30000
Khadija Bai,,Industerial Institute Private Maharashtra,mpc,30000
Khadija Bai,,Industerial Institute Private Maharashtra,bipc,30000
Khadija Bai,,Industerial Institute Private Maharashtra,cec,30000
Khadija Bai,,Industerial Institute Private Maharashtra,hec,30000
Khadija Bai,,Industerial Institute Private Maharashtra,general,30000
Shad Adam Shaikh Private I.T.I,,Maharashtra,mpc,30000
Shad Adam Shaikh Private I.T.I,,Maharashtra,bipc,30000
Shad Adam Shaikh Private I.T.I,,Maharashtra,cec,30000
Shad Adam Shaikh Private I.T.I,,Maharashtra,hec,30000
Shad Adam Shaikh Private I.T.I,,Maharashtra,general,30000
Shri G.V.Gandhi Gurukul Private I.T.I,,Maharashtra,mpc,30000
Shri G.V.Gandhi Gurukul Private I.T.I,,Maharashtra,bipc,30000
Shri G.V.Gandhi Gurukul Private I.T.I,,Maharashtra,cec,30000
Shri G.V.Gandhi Gurukul Private I.T.I,,Maharashtra,hec,30000
Shri G.V.Gandhi Gurukul Private I.T.I,,Maharashtra,general,30000
Montfort Industrial Training Institute (Pvt),,Maharashtra,mpc,30000
Montfort Industrial Training Institute (Pvt),,Maharashtra,bipc,30000
Montfort Industrial Training Institute (Pvt),,Maharashtra,cec,30000
Montfort Industrial Training Institute (Pvt),,Maharashtra,hec,30000
Montfort Industrial Training Institute (Pvt),,Maharashtra,general,30000
"Shahu Itc, Kolhapur",Kolhapur,Maharashtra,mpc,30000
"Shahu Itc, Kolhapur",Kolhapur,Maharashtra,bipc,30000
"Shahu Itc, Kolhapur",Kolhapur,Maharashtra,cec,30000
"Shahu Itc, Kolhapur",Kolhapur,Maharashtra,hec,30000
"Shahu Itc, Kolhapur",Kolhapur,Maharashtra,general,30000
Habib Technical Institute,,Maharashtra,mpc,30000
Habib Technical Institute,,Maharashtra,bipc,30000
Habib Technical Institute,,Maharashtra,cec,30000
Habib Technical Institute,,Maharashtra,hec,30000
Habib Technical Institute,,Maharashtra,general,30000
Shri Hazursahib Iti Nanded,,Maharashtra,mpc,30000
Shri Hazursahib Iti Nanded,,Maharashtra,bipc,30000
Shri Hazursahib Iti Nanded,,Maharashtra,cec,30000
Shri Hazursahib Iti Nanded,,Maharashtra,hec,30000
Shri Hazursahib Iti Nanded,,Maharashtra,general,30000
"Vyas Shikshan Mandal,S Private I.T.I Yawal",S Private I.T.I Yawal,Maharashtra,mpc,30000
"Vyas Shikshan Mandal,S Private I.T.I Yawal",S Private I.T.I Yawal,Maharashtra,bipc,30000
"Vyas Shikshan Mandal,S Private I.T.I Yawal",S Private I.T.I Yawal,Maharashtra,cec,30000
"Vyas Shikshan Mandal,S Private I.T.I Yawal",S Private I.T.I Yawal,Maharashtra,hec,30000
"Vyas Shikshan Mandal,S Private I.T.I Yawal",S Private I.T.I Yawal,Maharashtra,general,30000
"Private Industrial Training Institute,Loni",Loni,Maharashtra,mpc,30000
"Private Industrial Training Institute,Loni",Loni,Maharashtra,bipc,30000
"Private Industrial Training Institute,Loni",Loni,Maharashtra,cec,30000
"Private Industrial Training Institute,Loni",Loni,Maharashtra,hec,30000
"Private Industrial Training Institute,Loni",Loni,Maharashtra,general,30000
Daulat,,Industrial Training Institute DauPlaritvnaatgear Maharashtra,mpc,30000
Daulat,,Industrial Training Institute DauPlaritvnaatgear Maharashtra,bipc,30000
Daulat,,Industrial Training Institute DauPlaritvnaatgear Maharashtra,cec,30000
Daulat,,Industrial Training Institute DauPlaritvnaatgear Maharashtra,hec,30000
Daulat,,Industrial Training Institute DauPlaritvnaatgear Maharashtra,general,30000
Bosco Udyogshala Pvt Iti Pinguli,,Maharashtra,mpc,30000
Bosco Udyogshala Pvt Iti Pinguli,,Maharashtra,bipc,30000
Bosco Udyogshala Pvt Iti Pinguli,,Maharashtra,cec,30000
Bosco Udyogshala Pvt Iti Pinguli,,Maharashtra,hec,30000
Bosco Udyogshala Pvt Iti Pinguli,,Maharashtra,general,30000
Vidhya Shikshan Prasark Mandalachi,,PInridvuastetrial TraMinianhga Irnassthitturate Katol,mpc,30000
Vidhya Shikshan Prasark Mandalachi,,PInridvuastetrial TraMinianhga Irnassthitturate Katol,bipc,30000
Vidhya Shikshan Prasark Mandalachi,,PInridvuastetrial TraMinianhga Irnassthitturate Katol,cec,30000
Vidhya Shikshan Prasark Mandalachi,,PInridvuastetrial TraMinianhga Irnassthitturate Katol,hec,30000
Vidhya Shikshan Prasark Mandalachi,,PInridvuastetrial TraMinianhga Irnassthitturate Katol,general,30000
K.J. Somaiya,,Industrial Training InstituPtreivate Maharashtra,mpc,30000
K.J. Somaiya,,Industrial Training InstituPtreivate Maharashtra,bipc,30000
K.J. Somaiya,,Industrial Training InstituPtreivate Maharashtra,cec,30000
K.J. Somaiya,,Industrial Training InstituPtreivate Maharashtra,hec,30000
K.J. Somaiya,,Industrial Training InstituPtreivate Maharashtra,general,30000
"Sspm'S Industrial Training Institute, Tehu",Tehu,Maharashtra,mpc,30000
"Sspm'S Industrial Training Institute, Tehu",Tehu,Maharashtra,bipc,30000
"Sspm'S Industrial Training Institute, Tehu",Tehu,Maharashtra,cec,30000
"Sspm'S Industrial Training Institute, Tehu",Tehu,Maharashtra,hec,30000
"Sspm'S Industrial Training Institute, Tehu",Tehu,Maharashtra,general,30000
Mahatma Phule,,Industrial Training InsPtirtiuvtaete Maharashtra,mpc,30000
Mahatma Phule,,Industrial Training InsPtirtiuvtaete Maharashtra,bipc,30000
Mahatma Phule,,Industrial Training InsPtirtiuvtaete Maharashtra,cec,30000
Mahatma Phule,,Industrial Training InsPtirtiuvtaete Maharashtra,hec,30000
Mahatma Phule,,Industrial Training InsPtirtiuvtaete Maharashtra,general,30000
Late Deoraoji Itankar Pvt Iti Umred,,Maharashtra,mpc,30000
Late Deoraoji Itankar Pvt Iti Umred,,Maharashtra,bipc,30000
Late Deoraoji Itankar Pvt Iti Umred,,Maharashtra,cec,30000
Late Deoraoji Itankar Pvt Iti Umred,,Maharashtra,hec,30000
Late Deoraoji Itankar Pvt Iti Umred,,Maharashtra,general,30000
"Ravi Industrial Training Institute, Nagpur",Nagpur,Maharashtra,mpc,30000
"Ravi Industrial Training Institute, Nagpur",Nagpur,Maharashtra,bipc,30000
"Ravi Industrial Training Institute, Nagpur",Nagpur,Maharashtra,cec,30000
"Ravi Industrial Training Institute, Nagpur",Nagpur,Maharashtra,hec,30000
"Ravi Industrial Training Institute, Nagpur",Nagpur,Maharashtra,general,30000
Shri. Sai. Pvt. I.T.I. Chandrapur,,Maharashtra,mpc,30000
Shri. Sai. Pvt. I.T.I. Chandrapur,,Maharashtra,bipc,30000
Shri. Sai. Pvt. I.T.I. Chandrapur,,Maharashtra,cec,30000
Shri. Sai. Pvt. I.T.I. Chandrapur,,Maharashtra,hec,30000
Shri. Sai. Pvt. I.T.I. Chandrapur,,Maharashtra,general,30000
Savitribai Fule Pvt. Iti Nandgaon (Pode),,Maharashtra,mpc,30000
Savitribai Fule Pvt. Iti Nandgaon (Pode),,Maharashtra,bipc,30000
Savitribai Fule Pvt. Iti Nandgaon (Pode),,Maharashtra,cec,30000
Savitribai Fule Pvt. Iti Nandgaon (Pode),,Maharashtra,hec,30000
Savitribai Fule Pvt. Iti Nandgaon (Pode),,Maharashtra,general,30000
Anjuman,,Industrial Training Institute Private Maharashtra,mpc,30000
Anjuman,,Industrial Training Institute Private Maharashtra,bipc,30000
Anjuman,,Industrial Training Institute Private Maharashtra,cec,30000
Anjuman,,Industrial Training Institute Private Maharashtra,hec,30000
Anjuman,,Industrial Training Institute Private Maharashtra,general,30000
Jamia,,Industrial Training Institute Private Maharashtra,mpc,30000
Jamia,,Industrial Training Institute Private Maharashtra,bipc,30000
Jamia,,Industrial Training Institute Private Maharashtra,cec,30000
Jamia,,Industrial Training Institute Private Maharashtra,hec,30000
Jamia,,Industrial Training Institute Private Maharashtra,general,30000
Vikas Pvt. Industrial Training Institute,,Maharashtra,mpc,30000
Vikas Pvt. Industrial Training Institute,,Maharashtra,bipc,30000
Vikas Pvt. Industrial Training Institute,,Maharashtra,cec,30000
Vikas Pvt. Industrial Training Institute,,Maharashtra,hec,30000
Vikas Pvt. Industrial Training Institute,,Maharashtra,general,30000
Netai,,Industrial Training Institute Private Maharashtra,mpc,30000
Netai,,Industrial Training Institute Private Maharashtra,bipc,30000
Netai,,Industrial Training Institute Private Maharashtra,cec,30000
Netai,,Industrial Training Institute Private Maharashtra,hec,30000
Netai,,Industrial Training Institute Private Maharashtra,general,30000
Priyadarshini,,Industrial Training InstituPterivate Maharashtra,mpc,30000
Priyadarshini,,Industrial Training InstituPterivate Maharashtra,bipc,30000
Priyadarshini,,Industrial Training InstituPterivate Maharashtra,cec,30000
Priyadarshini,,Industrial Training InstituPterivate Maharashtra,hec,30000
Priyadarshini,,Industrial Training InstituPterivate Maharashtra,general,30000
Ballarpur,,Industrial Training Institute Private Maharashtra,mpc,30000
Ballarpur,,Industrial Training Institute Private Maharashtra,bipc,30000
Ballarpur,,Industrial Training Institute Private Maharashtra,cec,30000
Ballarpur,,Industrial Training Institute Private Maharashtra,hec,30000
Ballarpur,,Industrial Training Institute Private Maharashtra,general,30000
Private Industrial Training Institute Pimplod,,Maharashtra,mpc,30000
Private Industrial Training Institute Pimplod,,Maharashtra,bipc,30000
Private Industrial Training Institute Pimplod,,Maharashtra,cec,30000
Private Industrial Training Institute Pimplod,,Maharashtra,hec,30000
Private Industrial Training Institute Pimplod,,Maharashtra,general,30000
Shri Datta Private I.T.I.,,Maharashtra,mpc,30000
Shri Datta Private I.T.I.,,Maharashtra,bipc,30000
Shri Datta Private I.T.I.,,Maharashtra,cec,30000
Shri Datta Private I.T.I.,,Maharashtra,hec,30000
Shri Datta Private I.T.I.,,Maharashtra,general,30000
Marathwada,,Industrial Training InstituPterivate Maharashtra,mpc,30000
Marathwada,,Industrial Training InstituPterivate Maharashtra,bipc,30000
Marathwada,,Industrial Training InstituPterivate Maharashtra,cec,30000
Marathwada,,Industrial Training InstituPterivate Maharashtra,hec,30000
Marathwada,,Industrial Training InstituPterivate Maharashtra,general,30000
Y.C.S.P.Mandal'S Private I.T.I.Erandol,,Maharashtra,mpc,30000
Y.C.S.P.Mandal'S Private I.T.I.Erandol,,Maharashtra,bipc,30000
Y.C.S.P.Mandal'S Private I.T.I.Erandol,,Maharashtra,cec,30000
Y.C.S.P.Mandal'S Private I.T.I.Erandol,,Maharashtra,hec,30000
Y.C.S.P.Mandal'S Private I.T.I.Erandol,,Maharashtra,general,30000
Sojar,,Industrial Traning Institute KhanPdrviivate Maharashtra,mpc,30000
Sojar,,Industrial Traning Institute KhanPdrviivate Maharashtra,bipc,30000
Sojar,,Industrial Traning Institute KhanPdrviivate Maharashtra,cec,30000
Sojar,,Industrial Traning Institute KhanPdrviivate Maharashtra,hec,30000
Sojar,,Industrial Traning Institute KhanPdrviivate Maharashtra,general,30000
H.S.Grace Foundations Bethesda,,Iti MPirriavjate Maharashtra,mpc,30000
H.S.Grace Foundations Bethesda,,Iti MPirriavjate Maharashtra,bipc,30000
H.S.Grace Foundations Bethesda,,Iti MPirriavjate Maharashtra,cec,30000
H.S.Grace Foundations Bethesda,,Iti MPirriavjate Maharashtra,hec,30000
H.S.Grace Foundations Bethesda,,Iti MPirriavjate Maharashtra,general,30000
"Shri. Mahavir Jain Vidyalaya'S,",,IndustPriarilv Tatreaining InMsatithuaterashtra,mpc,30000
"Shri. Mahavir Jain Vidyalaya'S,",,IndustPriarilv Tatreaining InMsatithuaterashtra,bipc,30000
"Shri. Mahavir Jain Vidyalaya'S,",,IndustPriarilv Tatreaining InMsatithuaterashtra,cec,30000
"Shri. Mahavir Jain Vidyalaya'S,",,IndustPriarilv Tatreaining InMsatithuaterashtra,hec,30000
"Shri. Mahavir Jain Vidyalaya'S,",,IndustPriarilv Tatreaining InMsatithuaterashtra,general,30000
Golden Privete Industrical Training Institute,,Maharashtra,mpc,30000
Golden Privete Industrical Training Institute,,Maharashtra,bipc,30000
Golden Privete Industrical Training Institute,,Maharashtra,cec,30000
Golden Privete Industrical Training Institute,,Maharashtra,hec,30000
Golden Privete Industrical Training Institute,,Maharashtra,general,30000
Vidhybharti,,Industrial Training InstutitPerivate Maharashtra,mpc,30000
Vidhybharti,,Industrial Training InstutitPerivate Maharashtra,bipc,30000
Vidhybharti,,Industrial Training InstutitPerivate Maharashtra,cec,30000
Vidhybharti,,Industrial Training InstutitPerivate Maharashtra,hec,30000
Vidhybharti,,Industrial Training InstutitPerivate Maharashtra,general,30000
Rajarshi Shahu Viswavidyalaya'S,,InduPsrtirviaalt eTrainingM Ianhstaitruatsehtra,mpc,30000
Rajarshi Shahu Viswavidyalaya'S,,InduPsrtirviaalt eTrainingM Ianhstaitruatsehtra,bipc,30000
Rajarshi Shahu Viswavidyalaya'S,,InduPsrtirviaalt eTrainingM Ianhstaitruatsehtra,cec,30000
Rajarshi Shahu Viswavidyalaya'S,,InduPsrtirviaalt eTrainingM Ianhstaitruatsehtra,hec,30000
Rajarshi Shahu Viswavidyalaya'S,,InduPsrtirviaalt eTrainingM Ianhstaitruatsehtra,general,30000
Kari Siddique Bandhvi,,Industrial TrainPinrgiv Iantsetitute Maharashtra,mpc,30000
Kari Siddique Bandhvi,,Industrial TrainPinrgiv Iantsetitute Maharashtra,bipc,30000
Kari Siddique Bandhvi,,Industrial TrainPinrgiv Iantsetitute Maharashtra,cec,30000
Kari Siddique Bandhvi,,Industrial TrainPinrgiv Iantsetitute Maharashtra,hec,30000
Kari Siddique Bandhvi,,Industrial TrainPinrgiv Iantsetitute Maharashtra,general,30000
Maulana Abulkalam Azad Pvt.Iti,,Maharashtra,mpc,30000
Maulana Abulkalam Azad Pvt.Iti,,Maharashtra,bipc,30000
Maulana Abulkalam Azad Pvt.Iti,,Maharashtra,cec,30000
Maulana Abulkalam Azad Pvt.Iti,,Maharashtra,hec,30000
Maulana Abulkalam Azad Pvt.Iti,,Maharashtra,general,30000
Shanti,,Industrial Training Institute SolaPpriuvrate Maharashtra,mpc,30000
Shanti,,Industrial Training Institute SolaPpriuvrate Maharashtra,bipc,30000
Shanti,,Industrial Training Institute SolaPpriuvrate Maharashtra,cec,30000
Shanti,,Industrial Training Institute SolaPpriuvrate Maharashtra,hec,30000
Shanti,,Industrial Training Institute SolaPpriuvrate Maharashtra,general,30000
Pandurang Patil Industrial Training Institute,,Maharashtra,mpc,30000
Pandurang Patil Industrial Training Institute,,Maharashtra,bipc,30000
Pandurang Patil Industrial Training Institute,,Maharashtra,cec,30000
Pandurang Patil Industrial Training Institute,,Maharashtra,hec,30000
Pandurang Patil Industrial Training Institute,,Maharashtra,general,30000
Late Shantabai Karemore Iti Tumsar,,Maharashtra,mpc,30000
Late Shantabai Karemore Iti Tumsar,,Maharashtra,bipc,30000
Late Shantabai Karemore Iti Tumsar,,Maharashtra,cec,30000
Late Shantabai Karemore Iti Tumsar,,Maharashtra,hec,30000
Late Shantabai Karemore Iti Tumsar,,Maharashtra,general,30000
Satpuda Industrial Training Centre,,Maharashtra,mpc,30000
Satpuda Industrial Training Centre,,Maharashtra,bipc,30000
Satpuda Industrial Training Centre,,Maharashtra,cec,30000
Satpuda Industrial Training Centre,,Maharashtra,hec,30000
Satpuda Industrial Training Centre,,Maharashtra,general,30000
Matoshri Pvt. Industrial Training Institute,,Maharashtra,mpc,30000
Matoshri Pvt. Industrial Training Institute,,Maharashtra,bipc,30000
Matoshri Pvt. Industrial Training Institute,,Maharashtra,cec,30000
Matoshri Pvt. Industrial Training Institute,,Maharashtra,hec,30000
Matoshri Pvt. Industrial Training Institute,,Maharashtra,general,30000
Sonai,,Industrial Training Instutite Private Maharashtra,mpc,30000
Sonai,,Industrial Training Instutite Private Maharashtra,bipc,30000
Sonai,,Industrial Training Instutite Private Maharashtra,cec,30000
Sonai,,Industrial Training Instutite Private Maharashtra,hec,30000
Sonai,,Industrial Training Instutite Private Maharashtra,general,30000
Yuva Vikas Pratistahan Jalgaon,,Maharashtra,mpc,30000
Yuva Vikas Pratistahan Jalgaon,,Maharashtra,bipc,30000
Yuva Vikas Pratistahan Jalgaon,,Maharashtra,cec,30000
Yuva Vikas Pratistahan Jalgaon,,Maharashtra,hec,30000
Yuva Vikas Pratistahan Jalgaon,,Maharashtra,general,30000
Shri Gajanan Maharaj Rural,,IndustrialP Trirvaainteing InstiMtuateharashtra,mpc,30000
Shri Gajanan Maharaj Rural,,IndustrialP Trirvaainteing InstiMtuateharashtra,bipc,30000
Shri Gajanan Maharaj Rural,,IndustrialP Trirvaainteing InstiMtuateharashtra,cec,30000
Shri Gajanan Maharaj Rural,,IndustrialP Trirvaainteing InstiMtuateharashtra,hec,30000
Shri Gajanan Maharaj Rural,,IndustrialP Trirvaainteing InstiMtuateharashtra,general,30000
Vilasrao Patil,,Industrial Training InstituPteri vMataengale Maharashtra,mpc,30000
Vilasrao Patil,,Industrial Training InstituPteri vMataengale Maharashtra,bipc,30000
Vilasrao Patil,,Industrial Training InstituPteri vMataengale Maharashtra,cec,30000
Vilasrao Patil,,Industrial Training InstituPteri vMataengale Maharashtra,hec,30000
Vilasrao Patil,,Industrial Training InstituPteri vMataengale Maharashtra,general,30000
Shital Ketkale,,Industrial Training InstitPurteiv aStheirol Maharashtra,mpc,30000
Shital Ketkale,,Industrial Training InstitPurteiv aStheirol Maharashtra,bipc,30000
Shital Ketkale,,Industrial Training InstitPurteiv aStheirol Maharashtra,cec,30000
Shital Ketkale,,Industrial Training InstitPurteiv aStheirol Maharashtra,hec,30000
Shital Ketkale,,Industrial Training InstitPurteiv aStheirol Maharashtra,general,30000
"Shree Shamrao Patil Private Iti , Talsande",Talsande,Maharashtra,mpc,30000
"Shree Shamrao Patil Private Iti , Talsande",Talsande,Maharashtra,bipc,30000
"Shree Shamrao Patil Private Iti , Talsande",Talsande,Maharashtra,cec,30000
"Shree Shamrao Patil Private Iti , Talsande",Talsande,Maharashtra,hec,30000
"Shree Shamrao Patil Private Iti , Talsande",Talsande,Maharashtra,general,30000
Shri Parashram Balaji Patil,,Industrial TPrraivate Maharashtra,mpc,30000
Shri Parashram Balaji Patil,,Industrial TPrraivate Maharashtra,bipc,30000
Shri Parashram Balaji Patil,,Industrial TPrraivate Maharashtra,cec,30000
Shri Parashram Balaji Patil,,Industrial TPrraivate Maharashtra,hec,30000
Shri Parashram Balaji Patil,,Industrial TPrraivate Maharashtra,general,30000
Shriram,,Industrial Training Institute Private Maharashtra,mpc,30000
